MS SubClass,Lot Frontage,Lot Area,HouseStyle_MedianPrice,BldgType_MedianPrice,Neighborhood_MedianPrice,Combo_PriceMean,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Mo Sold,Yr Sold,SalePrice,hasPool,FireplaceQu_Ex,FireplaceQu_Fa,FireplaceQu_Gd,FireplaceQu_None,FireplaceQu_Po,FireplaceQu_TA,Paved_Street,Fence_Quality,MasVnr_Quality,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,Garage_Age,GarageFinish_encoded,Garage_Cond,Garage_Qual,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,Has_Good_BsmtFin1,Has_Good_BsmtFin2,MSZoning_encoded,Has_Iregular_Lot_Shape,Land_Contour,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Gtl,LandSlope_Mod,LandSlope_Sev,GoodCond1,BadCond1,RoofStyle_Gable,RoofStyle_Hip,RoofStyle_Other,RoofMatl_CompShg,RoofMatl_Other,Foundation_CBlock,Foundation_Other,Foundation_PConc,Central_Air,Kitchen_Qual,PavedDrive_Full,PavedDrive_Partial,Heating_QC,Heating_GasA,Exter_Qual,Exter_Cond,Exterior1st_Simp_BrkFace,Exterior1st_Simp_CemntBd,Exterior1st_Simp_HdBoard,Exterior1st_Simp_MetalSd,Exterior1st_Simp_Other,Exterior1st_Simp_Plywood,Exterior1st_Simp_VinylSd,Exterior1st_Simp_Wd Sdng,Exterior2nd_Simp_CmentBd,Exterior2nd_Simp_HdBoard,Exterior2nd_Simp_MetalSd,Exterior2nd_Simp_Other,Exterior2nd_Simp_Plywood,Exterior2nd_Simp_VinylSd,Exterior2nd_Simp_Wd Sdng,Exterior2nd_Simp_Wd Shng,Functional_Encoded,SaleType_Best,SaleType_Good,SaleType_Average,SaleType_Low,SaleCond_High,SaleCond_Typical,SaleCond_Low
20,76.0,9591,155000.0,165000.0,317750.0,336250.0,8,5,2004,2005,262.0,1088.0,0.0,625.0,1713.0,5,1713,0,0,1713,1.0,0.0,2,0,3,1,7,1,3.0,856.0,0,26,0,0,170,1,2009,274900,0,0,0,1,0,0,0,1,0,2,False,True,False,False,False,False,5.0,3,3,3,5,3,3.0,1,0,,0,2,False,False,False,False,True,True,False,False,0,0,False,True,False,True,False,False,False,True,1,5,1,0,5,1,3,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,0,1,0,0,0,1,0
20,77.0,10872,155000.0,165000.0,317750.0,336250.0,9,5,2006,2006,122.0,1037.0,0.0,467.0,1504.0,5,1531,0,0,1531,1.0,0.0,2,0,2,1,6,1,3.0,700.0,184,52,0,0,0,2,2009,300000,0,0,0,1,0,0,0,1,0,3,False,True,False,False,False,False,3.0,3,3,3,5,4,3.0,1,0,,1,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,False,True,1,5,1,0,5,1,3,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,0,1,0,0,0,1,0
20,102.0,13514,155000.0,165000.0,317750.0,336250.0,9,5,2008,2008,285.0,1142.0,0.0,632.0,1774.0,5,1808,0,0,1808,1.0,0.0,2,0,3,1,7,1,3.0,850.0,200,26,0,0,0,3,2009,324000,0,0,0,1,0,0,0,1,0,0,False,True,False,False,False,False,1.0,3,3,3,5,3,1.0,1,0,,1,2,True,False,False,False,False,True,False,False,0,0,False,True,False,True,False,False,False,True,1,5,1,0,5,1,4,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,0,1,0,0,0,1,0
60,74.0,8834,189000.0,165000.0,317750.0,342321.5,9,5,2004,2005,216.0,1170.0,0.0,292.0,1462.0,5,1462,762,0,2224,1.0,0.0,2,1,4,1,10,1,3.0,738.0,184,0,0,0,0,6,2009,350000,0,0,0,1,0,0,0,1,0,3,False,True,False,False,False,False,5.0,3,3,3,5,3,1.0,1,0,,0,2,False,False,False,False,True,True,False,False,0,0,False,True,False,True,False,False,False,True,1,5,1,0,5,1,3,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,0,1,0,0,0,1,0
20,107.0,11362,155000.0,165000.0,317750.0,336250.0,8,5,2004,2005,42.0,1039.0,0.0,797.0,1836.0,5,1836,0,0,1836,1.0,0.0,2,0,3,1,7,1,3.0,862.0,125,185,0,0,0,3,2009,280000,0,0,0,1,0,0,0,1,0,3,False,True,False,False,False,False,5.0,3,3,3,5,3,2.0,1,0,,1,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,False,True,1,4,1,0,5,1,3,3,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,4,0,1,0,0,0,1,0
20,85.0,10655,155000.0,165000.0,317750.0,336250.0,8,5,2003,2004,296.0,1124.0,479.0,1603.0,3206.0,5,1629,0,0,1629,1.0,0.0,2,0,3,1,7,1,3.0,880.0,0,0,0,0,0,10,2009,284000,0,0,0,1,0,0,0,1,0,2,False,True,False,False,False,False,6.0,2,3,3,4,3,1.0,1,0,,1,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,False,True,1,4,1,0,5,1,3,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,0,1,0,0,0,1,0
20,90.0,12878,155000.0,165000.0,317750.0,336250.0,7,5,2003,2004,418.0,1262.0,0.0,498.0,1760.0,5,1760,0,0,1760,1.0,0.0,2,0,3,1,8,1,2.0,583.0,165,190,0,0,0,6,2009,269500,0,0,0,1,0,0,0,1,0,2,False,True,False,False,False,False,6.0,3,3,3,4,3,1.0,0,0,,1,2,True,False,False,False,False,True,False,False,0,0,False,True,False,True,False,False,False,True,1,4,1,0,5,1,3,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,0,1,0,0,0,1,0
20,79.0,9541,155000.0,165000.0,317750.0,336250.0,7,5,2009,2009,268.0,0.0,0.0,1502.0,1502.0,5,1502,0,0,1502,0.0,0.0,2,0,3,1,7,0,2.0,644.0,0,114,0,0,0,9,2009,233170,0,0,0,0,1,0,0,1,0,3,False,True,False,False,False,False,0.0,2,3,3,4,3,1.0,0,0,,1,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,False,True,1,4,1,0,5,1,3,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,1,0,0,0,1,0,0
20,103.0,13472,155000.0,165000.0,317750.0,336250.0,10,5,2003,2003,922.0,56.0,0.0,2336.0,2392.0,5,2392,0,0,2392,0.0,0.0,2,0,3,1,8,1,3.0,968.0,248,105,0,0,0,6,2009,386250,0,1,0,0,0,0,0,1,0,2,False,True,False,False,False,False,6.0,3,3,3,5,3,4.0,1,0,,0,2,False,False,False,False,True,True,False,False,0,0,False,True,False,True,False,False,False,True,1,5,1,0,5,1,4,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,0,1,0,0,0,1,0
20,110.0,15274,155000.0,165000.0,317750.0,336250.0,9,5,2003,2003,724.0,1972.0,0.0,480.0,2452.0,5,2452,0,0,2452,2.0,0.0,2,0,3,1,10,1,3.0,886.0,0,116,0,0,0,7,2009,445000,0,0,0,1,0,0,0,1,3,2,False,True,False,False,False,False,6.0,3,3,3,5,3,1.0,1,0,,1,2,True,False,False,False,False,True,False,False,0,0,False,True,False,True,False,False,False,True,1,5,1,0,5,1,3,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,0,1,0,0,0,1,0
60,96.0,13262,189000.0,165000.0,317750.0,342321.5,8,5,2003,2004,186.0,0.0,0.0,1082.0,1082.0,5,1105,1295,0,2400,0.0,0.0,3,1,4,1,10,1,3.0,730.0,114,40,0,0,0,6,2009,290000,0,0,0,1,0,0,0,1,0,3,False,False,False,True,False,False,6.0,3,3,3,4,3,1.0,0,0,,1,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,False,True,1,4,1,0,5,1,3,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,0,1,0,0,0,1,0
20,70.0,9658,155000.0,165000.0,317750.0,336250.0,8,5,2006,2006,383.0,0.0,0.0,1598.0,1598.0,5,1606,0,0,1606,0.0,0.0,2,0,3,1,6,1,3.0,871.0,230,60,0,0,0,7,2009,255900,0,0,0,1,0,0,0,1,0,3,False,True,False,False,False,False,3.0,2,3,3,4,3,1.0,0,0,,1,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,False,True,1,4,1,0,4,1,3,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,0,1,0,0,0,1,0
120,47.0,6904,155000.0,180000.0,317750.0,222685.0,6,5,2005,2005,240.0,836.0,0.0,522.0,1358.0,5,1358,0,0,1358,0.0,0.0,2,0,2,1,6,1,2.0,484.0,192,36,0,0,0,8,2009,213000,0,0,0,1,0,0,0,1,0,3,False,True,False,False,False,False,4.0,2,3,3,4,3,3.0,0,0,,1,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,False,True,1,4,1,0,5,1,3,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,0,1,0,0,0,1,0
120,34.0,5381,155000.0,130000.0,317750.0,205750.0,6,5,2005,2005,135.0,900.0,0.0,406.0,1306.0,5,1306,0,0,1306,1.0,0.0,2,0,1,1,5,1,2.0,624.0,170,63,0,0,0,8,2009,196000,0,0,0,1,0,0,0,1,0,3,False,True,False,False,False,False,4.0,2,3,3,4,3,3.0,0,0,,1,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,False,True,1,4,1,0,5,1,3,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,0,1,0,0,0,1,0
120,34.0,5122,155000.0,130000.0,317750.0,205750.0,6,5,2005,2005,135.0,881.0,0.0,425.0,1306.0,5,1306,0,0,1306,1.0,0.0,2,0,1,1,5,1,2.0,624.0,170,63,0,0,0,3,2009,184500,0,0,0,1,0,0,0,1,0,3,False,True,False,False,False,False,4.0,2,3,3,4,3,3.0,1,0,,1,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,False,True,1,4,1,0,5,1,3,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,0,1,0,0,0,1,0
120,80.0,10307,155000.0,180000.0,317750.0,222685.0,7,5,2007,2008,176.0,876.0,0.0,474.0,1350.0,5,1358,0,0,1358,1.0,0.0,2,0,2,1,6,1,2.0,484.0,192,26,0,0,0,5,2009,212500,0,0,0,1,0,0,0,1,0,3,False,True,False,False,False,False,1.0,2,3,3,4,3,1.0,1,0,,1,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,False,True,1,4,1,0,5,1,3,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,0,1,0,0,0,1,0
120,34.0,5001,155000.0,130000.0,317750.0,205750.0,7,5,2007,2008,166.0,904.0,0.0,410.0,1314.0,5,1314,0,0,1314,1.0,0.0,2,0,2,1,6,1,2.0,626.0,172,62,0,0,0,7,2009,230000,0,0,0,1,0,0,0,1,0,3,False,True,False,False,False,False,1.0,2,3,3,4,3,1.0,1,0,,1,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,False,True,1,4,1,0,5,1,3,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,0,1,0,0,0,1,0
20,100.0,14836,155000.0,165000.0,317750.0,336250.0,10,5,2004,2005,730.0,2146.0,0.0,346.0,2492.0,5,2492,0,0,2492,1.0,0.0,2,1,2,1,8,1,3.0,949.0,226,235,0,0,0,2,2009,552000,0,1,0,0,0,0,0,1,0,3,False,True,False,False,False,False,5.0,3,3,3,5,3,4.0,1,0,,1,4,False,False,False,False,True,False,True,False,0,0,False,True,False,True,False,False,False,True,1,5,1,0,5,1,4,3,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4,0,1,0,0,0,0,1
20,117.0,15262,155000.0,165000.0,317750.0,336250.0,8,5,2003,2004,470.0,1557.0,0.0,643.0,2200.0,5,2200,0,0,2200,1.0,0.0,2,1,3,1,8,1,3.0,685.0,208,55,0,0,0,7,2009,382500,0,0,0,1,0,0,0,1,0,2,False,True,False,False,False,False,6.0,3,3,3,5,3,4.0,1,0,,1,2,True,False,False,False,False,True,False,False,0,0,False,True,False,True,False,False,False,True,1,5,1,0,5,1,3,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,0,1,0,0,0,1,0
120,44.0,7390,155000.0,180000.0,317750.0,222685.0,9,5,2008,2009,308.0,800.0,0.0,1084.0,1884.0,5,1884,0,0,1884,1.0,0.0,2,0,2,1,6,1,2.0,649.0,231,90,0,0,0,5,2009,320000,0,0,0,1,0,0,0,1,0,2,False,True,False,False,False,False,1.0,3,3,3,5,3,1.0,1,0,,1,2,False,False,False,False,True,True,False,False,0,0,False,True,False,True,False,False,False,True,1,5,1,0,5,1,4,3,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,4,1,0,0,0,1,0,0
120,48.0,6472,155000.0,180000.0,317750.0,222685.0,9,5,2008,2008,500.0,0.0,0.0,1451.0,1451.0,5,1456,0,0,1456,0.0,0.0,2,0,2,1,6,1,2.0,539.0,192,42,0,0,0,4,2009,248500,0,0,0,1,0,0,0,1,0,2,False,True,False,False,False,False,1.0,2,3,3,5,3,1.0,0,0,,0,2,False,False,False,False,True,True,False,False,0,0,False,True,False,True,False,False,False,True,1,5,1,0,5,1,4,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,0,1,0,0,0,1,0
20,129.0,16770,155000.0,165000.0,317750.0,336250.0,8,5,2002,2003,270.0,1196.0,0.0,516.0,1712.0,5,1712,0,0,1712,1.0,0.0,2,0,3,1,8,1,3.0,701.0,218,183,0,0,0,9,2009,286500,0,0,0,1,0,0,0,1,0,2,False,True,False,False,False,False,7.0,2,3,3,5,3,4.0,1,0,,0,2,True,False,False,False,False,True,False,False,0,0,False,True,False,True,False,False,False,True,1,4,1,0,5,1,3,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,0,1,0,0,0,1,0
120,48.0,6240,155000.0,180000.0,317750.0,222685.0,8,5,2006,2006,176.0,863.0,0.0,461.0,1324.0,5,1324,0,0,1324,1.0,0.0,2,0,2,1,6,1,2.0,550.0,192,38,0,0,0,12,2009,254000,0,0,0,1,0,0,0,1,0,2,False,True,False,False,False,False,3.0,3,3,3,4,3,1.0,1,0,,0,2,False,False,False,False,True,True,False,False,0,0,False,True,False,True,False,False,False,True,1,4,1,0,5,1,3,3,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,4,0,1,0,0,0,1,0
120,48.0,3480,155000.0,180000.0,317750.0,222685.0,7,5,2003,2003,163.0,0.0,0.0,1405.0,1405.0,5,1405,0,0,1405,0.0,0.0,2,0,2,1,6,1,2.0,478.0,148,36,0,0,0,11,2009,173000,0,0,0,0,0,0,1,1,0,3,False,True,False,False,False,False,6.0,2,3,3,4,3,1.0,0,0,,0,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,False,True,1,4,1,0,5,1,3,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,0,1,0,0,0,1,0
160,36.0,2268,189000.0,130000.0,317750.0,164000.0,7,5,2003,2004,106.0,567.0,0.0,197.0,764.0,5,764,862,0,1626,0.0,0.0,2,0,2,1,6,0,2.0,474.0,0,27,0,0,0,7,2009,173000,0,0,0,0,1,0,0,1,0,3,False,False,False,True,False,False,6.0,2,3,3,4,3,1.0,1,0,,0,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,False,True,1,4,1,0,5,1,3,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,4,0,1,0,0,0,1,0
60,63.0,10928,189000.0,165000.0,183000.0,185000.0,7,5,2005,2005,0.0,0.0,0.0,728.0,728.0,5,728,728,0,1456,0.0,0.0,2,1,3,1,8,1,2.0,390.0,100,0,0,0,0,6,2009,184000,0,0,0,1,0,0,0,1,0,0,False,True,False,False,False,False,4.0,3,3,3,4,4,1.0,0,0,,0,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,False,True,1,4,1,0,5,1,3,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,0,1,0,0,0,1,0
60,57.0,8918,189000.0,165000.0,183000.0,185000.0,6,5,2005,2006,0.0,0.0,0.0,745.0,745.0,5,745,745,0,1490,0.0,0.0,2,1,3,1,7,1,2.0,392.0,36,20,0,0,0,7,2009,167800,0,0,0,1,0,0,0,1,0,0,False,True,False,False,False,False,4.0,3,3,3,4,3,3.0,0,0,,1,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,False,True,1,4,1,0,5,1,3,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,0,1,0,0,0,1,0
60,149.0,12589,189000.0,165000.0,183000.0,185000.0,6,5,2005,2005,0.0,0.0,0.0,742.0,742.0,5,742,742,0,1484,0.0,0.0,2,1,3,1,8,1,2.0,390.0,36,24,0,0,0,6,2009,174000,0,0,0,1,0,0,0,1,0,0,False,True,False,False,False,False,4.0,3,3,3,4,3,1.0,0,0,,1,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,False,True,1,4,1,0,5,1,3,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,0,1,0,0,0,1,0
60,122.0,11911,189000.0,165000.0,183000.0,185000.0,6,5,2005,2005,0.0,0.0,0.0,684.0,684.0,5,684,876,0,1560,0.0,0.0,2,1,3,1,6,1,2.0,400.0,100,38,0,0,0,3,2009,174000,0,0,0,1,0,0,0,1,0,0,False,False,False,True,False,False,4.0,3,3,3,4,3,3.0,0,0,,1,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,False,True,1,4,1,0,5,1,3,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,0,1,0,0,0,1,0
120,53.0,3684,155000.0,180000.0,191500.0,192500.0,7,5,2007,2007,130.0,0.0,0.0,1373.0,1373.0,5,1555,0,0,1555,0.0,0.0,2,0,2,1,7,1,3.0,660.0,143,20,0,0,0,6,2009,174000,0,0,0,0,0,0,1,1,0,2,False,True,False,False,False,False,2.0,3,3,3,4,3,1.0,0,0,,0,2,False,False,False,False,True,True,False,False,0,0,False,True,False,True,False,False,False,True,1,4,1,0,5,1,3,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,0,1,0,0,0,1,0
120,51.0,3635,155000.0,180000.0,191500.0,192500.0,7,5,2007,2007,130.0,988.0,0.0,398.0,1386.0,5,1569,0,0,1569,0.0,1.0,2,0,1,1,7,1,3.0,660.0,143,20,0,0,0,5,2009,175900,0,0,0,0,0,0,1,1,0,2,False,True,False,False,False,False,2.0,2,3,3,4,3,1.0,0,0,,0,2,False,False,False,False,True,True,False,False,0,0,False,True,False,True,False,False,False,True,1,4,1,0,5,1,3,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,0,1,0,0,0,1,0
120,43.0,3182,155000.0,180000.0,191500.0,192500.0,7,5,2005,2006,16.0,16.0,0.0,1357.0,1373.0,5,1555,0,0,1555,0.0,0.0,2,0,2,1,7,1,2.0,430.0,143,20,0,0,0,5,2009,192500,0,0,0,0,0,0,1,1,0,2,False,True,False,False,False,False,4.0,3,3,3,4,3,3.0,1,0,,0,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,False,True,1,4,1,0,5,1,3,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,0,1,0,0,0,1,0
120,43.0,3182,155000.0,180000.0,191500.0,192500.0,7,5,2005,2006,16.0,16.0,0.0,1330.0,1346.0,5,1504,0,0,1504,0.0,0.0,2,0,1,1,7,1,2.0,457.0,156,0,0,0,0,5,2009,181000,0,0,0,1,0,0,0,1,0,2,False,True,False,False,False,False,4.0,3,3,3,4,3,1.0,1,0,,0,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,False,True,1,4,1,0,5,1,3,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,0,1,0,0,0,1,0
120,43.0,3182,155000.0,180000.0,191500.0,192500.0,7,5,2005,2006,16.0,16.0,0.0,1204.0,1220.0,5,1220,0,0,1220,0.0,0.0,2,0,2,1,5,1,2.0,397.0,100,16,0,0,0,8,2009,180000,0,0,0,1,0,0,0,1,0,2,False,True,False,False,False,False,4.0,3,3,3,4,3,3.0,1,0,,0,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,False,True,1,4,1,0,5,1,3,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,0,1,0,0,0,1,0
120,43.0,3182,155000.0,180000.0,191500.0,192500.0,7,5,2005,2006,11.0,16.0,0.0,1129.0,1145.0,5,1145,0,0,1145,0.0,0.0,2,0,2,1,5,1,2.0,397.0,100,16,0,0,0,9,2009,160200,0,0,0,1,0,0,0,1,0,2,False,True,False,False,False,False,4.0,3,3,3,4,3,1.0,1,0,,0,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,False,True,1,4,1,0,5,1,3,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,0,1,0,0,0,1,0
60,71.0,7795,189000.0,165000.0,183000.0,185000.0,7,5,2004,2005,0.0,425.0,0.0,291.0,716.0,5,716,716,0,1432,1.0,0.0,2,1,3,1,6,1,2.0,432.0,100,51,0,0,0,7,2009,188500,0,0,0,1,0,0,0,1,0,0,False,True,False,False,False,False,5.0,3,3,3,4,3,1.0,1,0,,1,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,False,True,1,4,1,0,5,1,3,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,0,1,0,0,0,1,0
60,64.0,8068,189000.0,165000.0,183000.0,185000.0,6,5,2002,2002,0.0,0.0,0.0,1010.0,1010.0,5,1010,1257,0,2267,0.0,0.0,2,1,4,1,8,1,2.0,390.0,120,46,0,0,0,12,2009,200000,0,0,0,0,0,0,1,1,0,0,False,False,False,True,False,False,7.0,2,3,3,4,3,1.0,0,0,,1,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,False,True,1,4,1,0,5,1,3,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,0,0,1,0,0,1,0
80,59.0,9434,165000.0,165000.0,183000.0,170000.0,7,5,2004,2005,0.0,0.0,0.0,384.0,384.0,5,744,630,0,1374,0.0,0.0,2,1,3,1,6,1,2.0,400.0,100,0,0,0,0,8,2009,170000,0,0,0,1,0,0,0,1,0,0,False,False,False,True,False,False,5.0,3,3,3,4,3,2.0,0,0,,1,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,False,True,1,4,1,0,5,1,3,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,4,0,1,0,0,0,1,0
60,62.0,7984,189000.0,165000.0,183000.0,185000.0,7,5,2004,2005,200.0,0.0,0.0,868.0,868.0,5,868,762,0,1630,0.0,0.0,2,1,3,1,7,1,2.0,436.0,120,48,0,0,0,9,2009,189500,0,0,0,1,0,0,0,1,0,2,False,False,False,True,False,False,5.0,3,3,3,4,3,1.0,0,0,,1,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,False,True,1,4,1,0,5,1,3,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,0,1,0,0,0,1,0
80,64.0,7750,165000.0,165000.0,183000.0,170000.0,8,5,2002,2002,0.0,353.0,0.0,55.0,408.0,5,779,640,0,1419,1.0,0.0,2,1,3,1,7,1,2.0,527.0,120,0,0,0,0,3,2009,184100,0,0,0,0,0,0,1,1,0,0,False,False,False,True,False,False,7.0,3,3,3,4,3,1.0,1,0,,0,2,False,False,False,False,True,True,False,False,0,0,False,True,False,True,False,False,False,True,1,4,1,0,5,1,3,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,0,1,0,0,0,1,0
60,61.0,10125,189000.0,165000.0,183000.0,185000.0,7,5,2004,2004,0.0,0.0,0.0,846.0,846.0,5,846,748,0,1594,0.0,0.0,2,1,3,1,7,1,2.0,434.0,300,48,0,0,0,7,2009,195500,0,0,0,1,0,0,0,1,3,0,False,True,False,False,False,False,5.0,3,3,3,4,3,2.0,0,0,,1,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,False,True,1,4,1,0,5,1,3,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,0,1,0,0,0,1,0
60,64.0,8965,189000.0,165000.0,183000.0,185000.0,7,5,2003,2003,0.0,652.0,0.0,130.0,782.0,5,806,683,0,1489,1.0,0.0,2,1,3,1,8,1,2.0,400.0,0,75,0,0,0,6,2009,192000,0,0,0,1,0,0,0,1,0,0,False,True,False,False,False,False,6.0,3,3,3,4,3,1.0,1,0,,1,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,False,True,1,4,1,0,5,1,3,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,0,1,0,0,0,1,0
60,64.0,8174,189000.0,165000.0,183000.0,185000.0,7,5,2003,2003,0.0,494.0,0.0,204.0,698.0,5,698,644,0,1342,1.0,0.0,2,1,3,1,7,1,2.0,393.0,100,56,0,0,0,5,2009,178000,0,0,0,0,0,0,1,1,0,0,False,True,False,False,False,False,6.0,3,3,3,4,3,1.0,1,0,,1,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,False,True,1,4,1,0,5,1,3,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,0,1,0,0,0,1,0
120,34.0,5063,155000.0,130000.0,317750.0,205750.0,7,5,2007,2008,166.0,904.0,0.0,410.0,1314.0,5,1314,0,0,1314,1.0,0.0,2,0,2,1,6,1,2.0,626.0,172,62,0,0,0,4,2009,207500,0,0,0,1,0,0,0,1,0,3,False,True,False,False,False,False,1.0,2,3,3,4,3,1.0,1,0,,0,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,False,True,1,4,1,0,5,1,3,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,0,0,0,1,0,1,0
60,64.0,8795,189000.0,165000.0,183000.0,185000.0,7,5,2000,2000,0.0,300.0,0.0,652.0,952.0,5,980,1276,0,2256,0.0,0.0,2,1,4,1,8,1,2.0,554.0,224,54,0,0,0,4,2009,236000,0,0,0,0,0,0,1,1,0,0,False,False,False,True,False,False,9.0,3,3,3,4,3,1.0,1,0,,1,2,False,False,False,False,True,True,False,False,0,0,True,False,False,True,False,False,False,True,1,4,1,0,5,1,3,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,0,1,0,0,0,1,0
60,64.0,12891,189000.0,165000.0,183000.0,185000.0,8,5,2002,2002,0.0,651.0,0.0,219.0,870.0,5,878,1126,0,2004,1.0,0.0,2,1,4,1,8,1,3.0,644.0,0,48,0,0,0,7,2009,257500,0,0,0,1,0,0,0,1,0,0,False,False,False,True,False,False,7.0,3,3,3,5,3,1.0,1,0,,1,2,True,False,False,False,False,True,False,False,0,0,True,False,False,True,False,False,False,True,1,4,1,0,5,1,3,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,0,1,0,0,0,1,0
