MS SubClass,MS Zoning,Lot Frontage,Lot Area,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Cars,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,hasPool,FireplaceQu_Ex,FireplaceQu_Fa,FireplaceQu_Gd,FireplaceQu_None,FireplaceQu_Po,FireplaceQu_TA,Paved_Street,Fence_Quality,MasVnr_Quality,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,Garage_Age,GarageFinish_encoded,Garage_Cond,Garage_Qual,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,Has_Good_BsmtFin1,Has_Good_BsmtFin2
50,RM,51.0,6120,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1938,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,273.0,0.0,679.0,952.0,GasA,TA,Y,4,994,588,0,1582,0.0,0.0,2,0,3,1,TA,6,Typ,1,1.0,250.0,Y,189,0,34,150,0,2,2009,WD ,Normal,150000,0,0,0,1,0,0,0,1,0,0,False,False,False,False,False,True,71.0,1,3,2,3,2,1.0,0,0
30,RM,50.0,8635,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,5,1925,1950,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,TA,Fa,BrkTil,134.0,0.0,938.0,1072.0,GasA,TA,Y,5,1072,0,0,1072,1.0,0.0,1,0,2,1,TA,5,Typ,0,5.0,1184.0,P,0,0,105,0,0,8,2009,WD ,Normal,126500,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,27.0,1,3,2,3,3,1.0,0,0
75,RL,51.0,11888,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,PosN,Norm,1Fam,2.5Unf,6,6,1916,1994,Gable,CompShg,Wd Sdng,Wd Shng,0.0,TA,TA,BrkTil,0.0,0.0,844.0,844.0,GasA,Gd,N,4,1445,689,0,2134,0.0,0.0,2,0,5,1,Gd,10,Typ,0,2.0,441.0,Y,0,60,268,0,0,7,2009,WD ,Normal,214500,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,79.0,1,3,3,3,3,1.0,0,0
70,RL,60.0,11414,IR1,Lvl,AllPub,Corner,Gtl,BrkSide,RRAn,Feedr,1Fam,2Story,7,8,1910,1993,Gable,CompShg,HdBoard,HdBoard,0.0,TA,Gd,BrkTil,0.0,0.0,728.0,728.0,GasA,TA,N,5,1136,883,0,2019,0.0,0.0,1,0,3,1,Gd,8,Typ,0,2.0,532.0,Y,509,135,0,0,0,10,2009,WD ,Normal,167500,0,0,0,0,1,0,0,1,4,0,False,False,False,False,False,True,12.0,1,3,3,4,3,1.0,0,0
70,RM,57.0,8094,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,PConc,0.0,0.0,1048.0,1048.0,GasA,Gd,Y,4,1048,720,0,1768,0.0,0.0,2,0,3,1,TA,8,Typ,0,2.0,576.0,Y,0,0,150,0,0,6,2009,WD ,Normal,155000,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,79.0,1,2,2,3,3,1.0,0,0
70,RM,50.0,2500,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1915,2005,Gable,CompShg,Stucco,Stucco,0.0,Gd,TA,PConc,299.0,0.0,611.0,910.0,GasA,Ex,Y,5,916,910,0,1826,1.0,0.0,1,1,4,1,Ex,7,Min2,1,1.0,164.0,Y,0,0,0,0,0,6,2009,WD ,Normal,155000,0,0,0,1,0,0,0,1,0,0,False,True,False,False,False,False,94.0,1,2,2,3,3,1.0,0,0
70,RM,68.0,9928,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1915,1994,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,Gd,BrkTil,0.0,0.0,672.0,672.0,GasA,Fa,Y,5,1272,672,0,1944,0.0,0.0,2,0,3,1,TA,8,Min2,0,1.0,216.0,N,24,28,0,0,0,6,2009,WD ,Normal,179900,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,94.0,1,3,3,3,3,1.0,0,0
75,RM,92.0,5520,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,6,6,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,0.0,0.0,755.0,755.0,GasA,Ex,Y,5,929,929,371,2229,0.0,0.0,1,0,5,1,TA,8,Typ,0,0.0,0.0,Y,0,198,30,0,0,7,2009,WD ,Abnorml,104000,0,0,0,0,1,0,0,1,3,0,False,False,False,False,False,False,115.0,0,0,0,3,3,1.0,0,0
90,RM,50.0,3000,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,2Story,5,1,1922,1950,Hip,CompShg,MetalSd,MetalSd,0.0,TA,TA,BrkTil,0.0,0.0,1040.0,1040.0,GasA,TA,N,5,1088,1040,0,2128,0.0,0.0,2,0,4,2,TA,11,Sev,0,0.0,0.0,Y,0,56,0,0,0,9,2009,WD ,Abnorml,62500,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,False,115.0,0,0,0,3,2,1.0,0,0
70,RM,57.0,6876,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,5,1927,1950,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,522.0,0.0,198.0,720.0,GasA,Fa,Y,5,1146,784,0,1930,1.0,0.0,2,0,4,1,TA,8,Typ,0,1.0,316.0,Y,0,0,213,0,0,8,2009,WD ,Normal,149000,0,0,0,0,1,0,0,1,3,0,False,True,False,False,False,False,82.0,1,3,3,3,2,1.0,0,0
30,RM,52.0,6240,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,152.0,0.0,628.0,780.0,GasA,TA,Y,4,848,0,360,1208,0.0,0.0,1,0,2,1,TA,5,Typ,0,2.0,539.0,Y,0,23,112,0,0,1,2009,WD ,Normal,103000,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,47.0,1,3,3,3,3,1.0,0,0
70,RM,60.0,5775,IR2,Bnk,AllPub,Corner,Mod,OldTown,Feedr,Norm,1Fam,2Story,6,7,1915,2002,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,0.0,0.0,483.0,483.0,GasA,Ex,Y,5,741,686,0,1427,0.0,0.0,1,0,3,1,Gd,7,Typ,0,1.0,379.0,Y,0,24,112,0,0,2,2009,WD ,Normal,123000,0,0,0,0,1,0,0,1,0,0,False,True,False,False,False,False,94.0,1,3,3,3,3,1.0,0,0
190,RM,41.0,5852,IR3,Bnk,AllPub,Corner,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,5,1902,2000,Gable,CompShg,MetalSd,MetalSd,188.0,TA,Fa,BrkTil,169.0,0.0,851.0,1020.0,GasA,TA,N,3,978,886,0,1864,0.0,0.0,2,1,6,1,TA,9,Typ,0,0.0,0.0,N,0,188,102,0,0,5,2009,WD ,Normal,97500,0,0,0,0,1,0,0,1,0,3,False,False,False,False,False,False,115.0,0,0,0,3,2,1.0,0,0
50,RM,60.0,5160,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,0.0,TA,Fa,BrkTil,0.0,0.0,1204.0,1204.0,GasA,TA,Y,4,1204,462,0,1666,0.0,0.0,1,0,3,1,TA,4,Typ,0,1.0,384.0,Y,0,0,148,0,0,8,2009,WD ,Normal,135000,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,82.0,1,3,2,3,3,1.0,0,0
85,RM,86.0,5160,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,SFoyer,4,6,1923,1950,Hip,CompShg,MetalSd,MetalSd,0.0,TA,Gd,PConc,749.0,63.0,46.0,858.0,GasA,TA,Y,5,892,0,0,892,1.0,0.0,1,0,1,1,Gd,5,Min2,0,0.0,0.0,N,0,0,105,0,160,7,2009,COD,Abnorml,70000,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,False,115.0,0,0,0,4,2,3.0,0,0
190,RM,60.0,10320,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,2fmCon,2Story,6,7,1915,1965,Gable,CompShg,MetalSd,MetalSd,0.0,TA,Gd,CBlock,276.0,262.0,160.0,698.0,GasA,Ex,Y,3,754,649,0,1403,1.0,0.0,1,1,3,1,TA,7,Typ,0,1.0,308.0,Y,0,0,288,0,0,2,2009,WD ,Normal,116000,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,94.0,1,3,3,3,3,1.0,0,0
20,RL,50.0,4280,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,9,1946,2001,Gable,CompShg,MetalSd,MetalSd,0.0,TA,Gd,CBlock,0.0,0.0,560.0,560.0,GasA,Ex,Y,4,704,0,0,704,0.0,1.0,1,0,2,1,Fa,4,Typ,0,1.0,220.0,Y,0,0,24,0,0,9,2009,WD ,Normal,88750,0,0,0,0,1,0,0,1,0,0,False,False,False,False,True,False,63.0,1,3,3,2,3,1.0,0,0
90,RL,60.0,10800,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,1200.0,0.0,0.0,1200.0,GasA,TA,Y,5,1200,0,0,1200,3.0,0.0,3,0,3,1,TA,5,Typ,0,0.0,0.0,Y,120,0,0,0,0,3,2009,WD ,Alloca,179000,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,False,115.0,0,0,0,4,4,4.0,1,0
90,RL,60.0,10800,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,0.0,TA,Gd,CBlock,1200.0,0.0,0.0,1200.0,GasA,TA,Y,5,1200,0,0,1200,3.0,0.0,3,0,3,1,TA,5,Typ,0,0.0,0.0,Y,120,0,0,0,0,3,2009,WD ,Alloca,179000,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,False,115.0,0,0,0,4,4,4.0,1,0
90,RL,65.0,10547,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,5,5,1978,1978,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,PConc,1152.0,0.0,0.0,1152.0,GasA,TA,Y,5,1152,0,0,1152,2.0,0.0,2,0,2,2,TA,6,Typ,0,1.0,252.0,N,0,0,0,0,0,7,2009,WD ,Normal,159900,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,49.0,1,2,3,4,4,4.0,1,0
30,RL,65.0,10020,IR1,Low,AllPub,Inside,Sev,Edwards,Norm,Norm,1Fam,1Story,1,1,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,Fa,Fa,BrkTil,350.0,0.0,333.0,683.0,GasA,Gd,N,4,904,0,0,904,1.0,0.0,0,1,1,1,Fa,4,Maj1,0,0.0,0.0,Y,0,0,0,0,0,3,2009,WD ,Normal,61000,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,False,115.0,0,0,0,2,1,4.0,0,0
70,RH,54.0,6629,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,6,6,1925,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,0.0,TA,Gd,BrkTil,551.0,0.0,121.0,672.0,GasA,TA,N,5,697,672,0,1369,1.0,0.0,2,0,3,1,TA,6,Typ,0,1.0,300.0,Y,147,0,0,0,0,7,2009,WD ,Normal,103600,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,79.0,1,3,3,3,3,1.0,0,0
50,RL,60.0,9780,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,3,1934,1950,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,PConc,0.0,0.0,585.0,585.0,GasA,TA,N,4,687,425,0,1112,1.0,0.0,2,0,4,1,TA,6,Typ,0,1.0,226.0,N,0,0,0,0,0,3,2009,WD ,Normal,63000,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,75.0,1,1,1,3,3,1.0,0,0
80,RL,70.0,12886,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1963,1999,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,444.0,0.0,76.0,520.0,GasA,Ex,Y,5,1464,0,0,1464,0.0,1.0,2,0,3,1,TA,6,Min2,1,2.0,480.0,Y,302,0,0,0,100,10,2009,WD ,Normal,175000,0,0,0,0,0,0,1,1,0,0,False,True,False,False,False,False,12.0,2,3,3,4,3,3.0,0,0
20,RL,80.0,8816,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1963,1963,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,651.0,0.0,470.0,1121.0,GasA,TA,Y,5,1121,0,0,1121,1.0,0.0,1,0,3,1,TA,5,Typ,0,2.0,480.0,Y,0,80,0,0,0,6,2009,WD ,Normal,139000,0,0,0,0,1,0,0,1,3,0,False,False,False,False,False,True,46.0,1,3,3,3,3,1.0,0,0
60,RL,70.0,11184,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,92.0,TA,TA,CBlock,226.0,500.0,192.0,918.0,GasA,Gd,Y,5,918,765,0,1683,0.0,0.0,2,1,3,1,TA,7,Typ,1,2.0,440.0,Y,243,0,0,0,0,7,2009,WD ,Normal,172500,0,0,0,0,0,0,1,1,0,2,False,True,False,False,False,False,31.0,2,3,3,3,3,1.0,0,0
20,RL,75.0,11625,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,172.0,TA,TA,CBlock,527.0,0.0,525.0,1052.0,GasA,TA,Y,5,1052,0,0,1052,0.0,0.0,1,1,3,1,TA,6,Typ,1,1.0,668.0,Y,0,215,0,0,0,4,2009,WD ,Abnorml,113500,0,0,0,0,0,1,0,1,0,2,False,True,False,False,False,False,25.0,3,3,3,3,3,1.0,0,0
20,RL,65.0,7800,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1967,2004,Hip,CompShg,HdBoard,HdBoard,89.0,TA,TA,PConc,450.0,0.0,414.0,864.0,GasA,Ex,Y,5,899,0,0,899,0.0,0.0,1,0,3,1,Gd,5,Typ,0,1.0,288.0,Y,64,0,0,0,0,6,2009,WD ,Normal,130000,0,0,0,0,1,0,0,1,3,2,False,True,False,False,False,False,42.0,3,3,3,3,3,1.0,0,0
85,RL,72.0,8014,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,6,5,1978,1978,Gable,CompShg,Plywood,HdBoard,23.0,TA,TA,CBlock,456.0,0.0,0.0,456.0,GasA,TA,Y,5,1034,0,0,1034,0.0,1.0,1,0,3,1,TA,5,Typ,1,2.0,504.0,Y,0,0,0,0,0,6,2009,WD ,Normal,149900,0,0,1,0,0,0,0,1,0,2,False,False,True,False,False,False,31.0,3,3,3,4,3,4.0,1,0
85,RL,72.0,7252,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1982,1982,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,685.0,0.0,173.0,858.0,GasA,TA,Y,5,858,0,0,858,1.0,0.0,1,0,2,1,TA,5,Typ,0,2.0,576.0,Y,120,0,0,0,0,4,2009,WD ,Normal,134900,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,26.0,1,3,3,4,3,3.0,1,0
85,RL,74.0,8740,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,6,1982,1982,Hip,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,672.0,0.0,168.0,840.0,GasA,TA,Y,5,860,0,0,860,1.0,0.0,1,0,2,1,TA,4,Typ,0,2.0,528.0,Y,0,0,0,0,0,7,2009,WD ,Normal,137000,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,13.0,1,3,3,3,3,3.0,0,0
20,RL,72.0,11616,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,116.0,TA,TA,CBlock,170.0,670.0,252.0,1092.0,GasA,TA,Y,5,1092,0,0,1092,0.0,1.0,1,0,3,1,TA,6,Typ,1,1.0,288.0,Y,0,20,144,0,0,9,2009,WD ,Normal,139000,0,0,0,0,0,1,0,1,0,2,False,True,False,False,False,False,47.0,1,3,3,3,3,1.0,0,0
80,RL,88.0,15400,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,5,1961,1961,Hip,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,0.0,0.0,552.0,552.0,GasA,TA,Y,5,904,611,259,1774,0.0,0.0,2,0,4,1,TA,8,Typ,1,1.0,384.0,Y,290,40,0,0,0,7,2009,WD ,Normal,165000,0,0,0,0,0,0,1,1,0,0,False,True,False,False,False,False,48.0,1,3,3,3,4,1.0,0,0
80,RL,88.0,15312,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,54.0,TA,TA,CBlock,588.0,0.0,550.0,1138.0,GasA,Ex,Y,5,1138,0,0,1138,0.0,1.0,1,0,3,1,TA,6,Typ,1,2.0,480.0,Y,0,0,0,0,140,3,2009,COD,Normal,148000,0,0,0,0,0,0,1,1,3,2,False,True,False,False,False,False,49.0,2,3,3,3,3,3.0,0,0
80,RL,80.5,15584,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,5,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,366.0,TA,TA,CBlock,0.0,0.0,825.0,825.0,GasA,Ex,Y,5,2071,0,0,2071,0.0,1.0,1,1,4,1,TA,9,Typ,1,1.0,336.0,Y,131,28,0,0,0,10,2009,WD ,Normal,165000,0,0,0,0,0,0,1,1,0,2,False,True,False,False,False,False,53.0,1,3,3,3,3,2.0,0,0
20,RL,72.0,9000,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,2,2,1947,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,Slab,0.0,0.0,0.0,0.0,GasA,Fa,N,5,660,0,0,660,0.0,0.0,1,0,2,1,Fa,5,Min2,0,0.0,0.0,N,0,0,100,0,0,6,2009,WD ,Normal,63900,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,False,115.0,0,0,0,0,0,0.0,0,0
50,RL,80.5,11250,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,1957,1989,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,0.0,0.0,1104.0,1104.0,GasA,Ex,Y,4,1104,684,0,1788,1.0,0.0,1,0,5,1,TA,8,Min2,2,1.0,304.0,Y,120,0,0,0,0,11,2009,WD ,Normal,161500,0,0,0,0,0,0,1,1,0,0,False,True,False,False,False,False,52.0,1,3,3,3,3,3.0,0,0
20,RL,65.0,25095,IR1,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,5,8,1968,2003,Flat,Tar&Grv,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,1324.0,0.0,113.0,1437.0,GasA,Ex,Y,5,1473,0,0,1473,2.0,0.0,1,0,1,1,Ex,5,Typ,2,1.0,452.0,Y,0,48,0,0,60,6,2009,WD ,Partial,143000,0,0,0,1,0,0,0,1,0,0,False,True,False,False,False,False,41.0,1,3,3,3,3,4.0,1,0
20,RL,65.0,17140,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1956,1956,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,1059.0,0.0,75.0,1134.0,GasA,Ex,Y,4,1229,0,0,1229,0.0,0.0,1,0,3,1,TA,6,Typ,0,1.0,284.0,Y,0,0,0,0,0,4,2009,WD ,Normal,135000,0,0,0,0,1,0,0,1,0,0,False,True,False,False,False,False,53.0,2,3,3,3,3,1.0,0,0
30,RL,65.0,12342,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,262.0,0.0,599.0,861.0,GasA,Ex,Y,5,861,0,0,861,0.0,0.0,1,0,1,1,TA,4,Typ,0,2.0,539.0,Y,158,0,0,0,0,3,2009,WD ,Normal,82500,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,48.0,1,3,3,3,3,1.0,0,0
20,RL,80.5,10708,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,5,5,1955,1993,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,Gd,TA,CBlock,379.0,768.0,470.0,1617.0,GasA,Ex,Y,4,1867,0,0,1867,1.0,0.0,1,0,2,1,TA,7,Typ,3,1.0,303.0,Y,476,0,0,0,142,11,2009,COD,Normal,190000,0,0,0,1,0,0,0,1,2,0,False,True,False,False,False,False,54.0,3,3,3,3,3,1.0,0,0
20,RL,65.0,13680,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,5,1955,1955,Hip,CompShg,BrkFace,Wd Sdng,0.0,TA,TA,Slab,0.0,0.0,0.0,0.0,GasA,Ex,Y,4,1733,0,0,1733,0.0,0.0,2,0,4,1,TA,8,Min2,1,2.0,452.0,Y,0,0,0,0,0,6,2009,WD ,Normal,139600,0,0,0,1,0,0,0,1,0,0,False,True,False,False,False,False,54.0,1,3,3,0,0,0.0,0,0
20,RL,65.0,15635,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1954,1954,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,0.0,0.0,0.0,0.0,GasA,TA,Y,5,1383,0,0,1383,0.0,0.0,1,0,2,1,TA,6,Mod,0,2.0,498.0,Y,0,0,90,0,110,10,2009,WD ,Normal,122000,0,0,0,0,1,0,0,1,0,0,False,True,False,False,False,False,29.0,1,3,2,0,0,0.0,0,0
20,RL,73.0,9855,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,0.0,0.0,1436.0,1436.0,GasA,Fa,Y,5,1689,0,0,1689,0.0,0.0,1,0,3,1,TA,7,Typ,1,2.0,480.0,Y,0,0,0,0,0,11,2009,COD,Normal,127500,0,0,0,1,0,0,0,1,3,0,False,True,False,False,False,False,53.0,1,3,3,3,3,1.0,0,0
20,RL,68.0,9571,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,257.0,0.0,816.0,1073.0,GasA,TA,Y,4,1073,0,0,1073,1.0,0.0,1,0,2,1,TA,5,Typ,0,1.0,340.0,Y,0,0,0,0,0,2,2009,WD ,Normal,121500,0,0,0,0,1,0,0,1,4,0,False,True,False,False,False,False,53.0,1,3,3,3,3,1.0,0,0
20,RL,68.0,9571,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,3,1958,1958,Gable,CompShg,BrkComm,Brk Cmn,0.0,TA,Fa,CBlock,0.0,0.0,1276.0,1276.0,GasA,TA,Y,4,1276,0,0,1276,0.0,0.0,1,0,3,1,TA,5,Mod,0,1.0,350.0,Y,0,0,0,0,0,6,2009,COD,Abnorml,60000,0,0,0,0,1,0,0,1,0,0,False,True,False,False,False,False,51.0,1,3,3,3,2,1.0,0,0
60,RL,50.0,9350,Reg,Bnk,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,1946,1950,Hip,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,342.0,0.0,405.0,747.0,GasA,Ex,Y,5,892,747,0,1639,0.0,0.0,1,1,3,1,Gd,6,Typ,1,1.0,240.0,Y,0,50,0,0,0,7,2009,WD ,Normal,154400,0,0,0,1,0,0,0,1,0,0,False,False,False,False,False,True,63.0,1,3,3,3,3,1.0,0,0
30,RL,50.0,9340,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1941,1950,Hip,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,344.0,0.0,328.0,672.0,GasA,TA,Y,5,672,0,0,672,1.0,0.0,1,0,2,1,TA,4,Typ,0,1.0,234.0,N,0,113,0,0,0,8,2009,WD ,Normal,113000,0,0,0,0,1,0,0,1,0,0,False,True,False,False,False,False,68.0,1,3,3,3,3,1.0,0,0
20,RL,62.0,7440,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,173.0,0.0,916.0,1089.0,GasW,TA,Y,5,1089,0,0,1089,1.0,0.0,1,0,3,1,TA,5,Typ,1,1.0,252.0,P,328,0,0,0,0,9,2009,WD ,Normal,125000,0,0,0,1,0,0,0,1,3,0,False,False,False,False,False,True,55.0,2,3,3,4,3,1.0,0,0
20,RL,65.0,11500,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,3,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,Gd,Slab,0.0,0.0,0.0,0.0,GasA,Ex,N,5,845,0,0,845,0.0,0.0,1,0,3,1,TA,5,Typ,0,1.0,290.0,N,186,0,0,0,0,1,2009,WD ,Normal,84000,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,52.0,1,3,3,0,0,0.0,0,0
